
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-08-15 15:18:04 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:18:06 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:18:06 /api/v1/notifications/stream ......................................................... ~ 0.04ms
  2026-08-15 15:18:08 /api/v1/notifications/stream ....................................................... ~ 516.11ms
  2026-08-15 15:18:08 /api/v1/notifications/stream ......................................................... ~ 0.05ms
  2026-08-15 15:18:10 /api/v1/notifications/stream ....................................................... ~ 500.99ms
  2026-08-15 15:18:10 /api/v1/notifications/stream ......................................................... ~ 0.14ms
  2026-08-15 15:18:12 /api/v1/notifications/stream ....................................................... ~ 512.72ms
  2026-08-15 15:18:12 /api/v1/notifications/stream ......................................................... ~ 0.12ms
  2026-08-15 15:18:14 /api/v1/notifications/stream ....................................................... ~ 503.29ms
  2026-08-15 15:18:14 /api/v1/notifications/stream ......................................................... ~ 0.04ms
  2026-08-15 15:18:16 /api/v1/notifications/stream ....................................................... ~ 502.70ms
  2026-08-15 15:18:16 /api/v1/notifications/stream ......................................................... ~ 0.05ms
  2026-08-15 15:18:18 /api/v1/notifications/stream ....................................................... ~ 503.97ms
  2026-08-15 15:18:18 /api/v1/notifications/stream ......................................................... ~ 0.14ms
  2026-08-15 15:18:20 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:18:20 /api/v1/notifications/stream ....................................................... ~ 516.07ms
  2026-08-15 15:18:22 /api/v1/notifications/stream ......................................................... ~ 0.10ms
  2026-08-15 15:18:22 /api/v1/notifications/stream ....................................................... ~ 501.28ms
  2026-08-15 15:18:24 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:18:24 /api/v1/notifications/stream ....................................................... ~ 502.20ms
  2026-08-15 15:18:26 /api/v1/notifications/stream ......................................................... ~ 0.13ms
  2026-08-15 15:18:26 /api/v1/notifications/stream ....................................................... ~ 502.09ms
  2026-08-15 15:18:28 /api/v1/notifications/stream ......................................................... ~ 0.12ms
  2026-08-15 15:18:28 /api/v1/notifications/stream ....................................................... ~ 500.63ms
  2026-08-15 15:18:30 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:18:30 /api/v1/notifications/stream ....................................................... ~ 501.14ms
  2026-08-15 15:18:32 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:18:32 /api/v1/notifications/stream ....................................................... ~ 502.41ms
  2026-08-15 15:18:34 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 15:18:34 /api/v1/notifications/stream ....................................................... ~ 512.41ms
  2026-08-15 15:18:36 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:18:36 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:18:38 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:18:38 /api/v1/notifications/stream ......................................................... ~ 0.13ms
  2026-08-15 15:18:40 /api/v1/notifications/stream ......................................................... ~ 1.54ms
  2026-08-15 15:18:40 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:18:42 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:18:42 /api/v1/notifications/stream ......................................................... ~ 0.04ms
  2026-08-15 15:18:44 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:18:44 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:18:46 /api/v1/notifications/stream ......................................................... ~ 0.28ms
  2026-08-15 15:18:46 /api/v1/notifications/stream ......................................................... ~ 0.14ms
  2026-08-15 15:18:48 /api/v1/notifications/stream ....................................................... ~ 513.28ms
  2026-08-15 15:18:48 /api/v1/notifications/stream ......................................................... ~ 0.13ms
  2026-08-15 15:18:50 /api/v1/notifications/stream ....................................................... ~ 514.79ms
  2026-08-15 15:18:50 /api/v1/notifications/stream ......................................................... ~ 0.14ms
  2026-08-15 15:18:52 /api/v1/notifications/stream ....................................................... ~ 500.86ms
  2026-08-15 15:18:52 /api/v1/notifications/stream ......................................................... ~ 0.14ms
  2026-08-15 15:18:54 /api/v1/notifications/stream ....................................................... ~ 500.97ms
  2026-08-15 15:18:54 /api/v1/notifications/stream ......................................................... ~ 0.14ms
  2026-08-15 15:18:56 /api/v1/notifications/stream ......................................................... ~ 0.13ms
  2026-08-15 15:18:56 /api/v1/notifications/stream ....................................................... ~ 503.59ms
  2026-08-15 15:18:58 /api/v1/notifications/stream ......................................................... ~ 0.12ms
  2026-08-15 15:18:58 /api/v1/notifications/stream ....................................................... ~ 500.19ms
  2026-08-15 15:19:00 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:19:00 /api/v1/notifications/stream ....................................................... ~ 499.71ms
  2026-08-15 15:19:02 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:19:02 /api/v1/notifications/stream ....................................................... ~ 501.29ms
  2026-08-15 15:19:04 /api/v1/notifications/stream ......................................................... ~ 0.12ms
  2026-08-15 15:19:04 /api/v1/notifications/stream ....................................................... ~ 514.06ms
  2026-08-15 15:19:06 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:19:06 /api/v1/notifications/stream ....................................................... ~ 501.81ms
  2026-08-15 15:19:08 /api/v1/notifications/stream ......................................................... ~ 0.12ms
  2026-08-15 15:19:08 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:19:10 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:19:10 /api/v1/notifications/stream ......................................................... ~ 0.04ms
  2026-08-15 15:19:12 /api/v1/notifications/stream ......................................................... ~ 0.21ms
  2026-08-15 15:19:12 /api/v1/notifications/stream ......................................................... ~ 0.12ms
  2026-08-15 15:19:14 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:19:14 /api/v1/notifications/stream ......................................................... ~ 0.13ms
  2026-08-15 15:19:16 /api/v1/notifications/stream ....................................................... ~ 501.47ms
  2026-08-15 15:19:16 /api/v1/notifications/stream ......................................................... ~ 0.14ms
  2026-08-15 15:19:18 /api/v1/notifications/stream ....................................................... ~ 501.20ms
  2026-08-15 15:19:18 /api/v1/notifications/stream ......................................................... ~ 0.14ms
  2026-08-15 15:19:20 /api/v1/notifications/stream ....................................................... ~ 500.98ms
  2026-08-15 15:19:20 /api/v1/notifications/stream ......................................................... ~ 0.14ms
  2026-08-15 15:19:22 /api/v1/notifications/stream ....................................................... ~ 516.60ms
  2026-08-15 15:19:22 /api/v1/notifications/stream ......................................................... ~ 0.13ms
  2026-08-15 15:19:24 /api/v1/notifications/stream ....................................................... ~ 513.79ms
  2026-08-15 15:19:24 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:19:26 /api/v1/notifications/stream ....................................................... ~ 500.29ms
  2026-08-15 15:19:26 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 15:19:28 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:19:28 /api/v1/notifications/stream ....................................................... ~ 514.93ms
  2026-08-15 15:19:30 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:19:30 /api/v1/notifications/stream ....................................................... ~ 501.89ms
  2026-08-15 15:19:32 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 15:19:32 /api/v1/notifications/stream ....................................................... ~ 501.36ms
  2026-08-15 15:19:34 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:19:34 /api/v1/notifications/stream ....................................................... ~ 501.01ms
  2026-08-15 15:19:36 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 15:19:36 /api/v1/notifications/stream ....................................................... ~ 515.11ms
  2026-08-15 15:19:38 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 15:19:38 /api/v1/notifications/stream ....................................................... ~ 500.74ms
  2026-08-15 15:19:40 /api/v1/notifications/stream ......................................................... ~ 0.19ms
  2026-08-15 15:19:40 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:19:42 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:19:42 /api/v1/notifications/stream ......................................................... ~ 0.04ms
  2026-08-15 15:19:44 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:19:44 /api/v1/notifications/stream ......................................................... ~ 0.13ms
  2026-08-15 15:19:46 /api/v1/notifications/stream ......................................................... ~ 0.16ms
  2026-08-15 15:19:46 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:19:47 /api/v1/general-manager/purchase-orders ............................................ ~ 500.47ms
  2026-08-15 15:19:48 /api/v1/general-manager/purchase-orders .............................................. ~ 0.03ms
  2026-08-15 15:19:48 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:19:48 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:19:50 /api/v1/notifications/stream ......................................................... ~ 0.10ms
  2026-08-15 15:19:50 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:19:52 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:19:52 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:19:54 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:19:54 /api/v1/notifications/stream ......................................................... ~ 0.10ms
  2026-08-15 15:19:56 /api/v1/notifications/stream ....................................................... ~ 515.32ms
  2026-08-15 15:19:56 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:19:58 /api/v1/notifications/stream ....................................................... ~ 515.38ms
  2026-08-15 15:19:58 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:20:00 /api/v1/notifications/stream ....................................................... ~ 502.76ms
  2026-08-15 15:20:00 /api/v1/notifications/stream ......................................................... ~ 0.04ms
  2026-08-15 15:20:02 /api/v1/notifications/stream ....................................................... ~ 515.72ms
  2026-08-15 15:20:02 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:20:04 /api/v1/notifications/stream ....................................................... ~ 501.72ms
  2026-08-15 15:20:04 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:20:06 /api/v1/notifications/stream ....................................................... ~ 506.00ms
  2026-08-15 15:20:06 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:20:08 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:20:08 /api/v1/notifications/stream ....................................................... ~ 502.97ms
  2026-08-15 15:20:10 /api/v1/notifications/stream ....................................................... ~ 503.38ms
  2026-08-15 15:20:10 /api/v1/notifications/stream ......................................................... ~ 0.05ms
  2026-08-15 15:20:12 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:20:12 /api/v1/notifications/stream ....................................................... ~ 499.74ms
  2026-08-15 15:20:14 /api/v1/notifications/stream ......................................................... ~ 0.15ms
  2026-08-15 15:20:14 /api/v1/notifications/stream ....................................................... ~ 502.31ms
  2026-08-15 15:20:16 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:20:16 /api/v1/notifications/stream ....................................................... ~ 509.95ms
  2026-08-15 15:20:18 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 15:20:18 /api/v1/notifications/stream ....................................................... ~ 504.36ms
  2026-08-15 15:20:20 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:20:20 /api/v1/notifications/stream ....................................................... ~ 501.90ms
  2026-08-15 15:20:22 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 15:20:22 /api/v1/notifications/stream ....................................................... ~ 502.40ms
  2026-08-15 15:20:24 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:20:24 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:20:26 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:20:26 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:20:28 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:20:28 /api/v1/notifications/stream ......................................................... ~ 0.13ms
  2026-08-15 15:20:30 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:20:30 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:20:32 /api/v1/notifications/stream ......................................................... ~ 0.12ms
  2026-08-15 15:20:32 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:20:34 /api/v1/notifications/stream ....................................................... ~ 504.28ms
  2026-08-15 15:20:34 /api/v1/notifications/stream ......................................................... ~ 0.13ms
  2026-08-15 15:20:36 /api/v1/notifications/stream ....................................................... ~ 511.85ms
  2026-08-15 15:20:36 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:20:38 /api/v1/notifications/stream ....................................................... ~ 505.33ms
  2026-08-15 15:20:38 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:20:40 /api/v1/notifications/stream ....................................................... ~ 500.11ms
  2026-08-15 15:20:40 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:20:42 /api/v1/notifications/stream ....................................................... ~ 511.09ms
  2026-08-15 15:20:42 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:20:44 /api/v1/notifications/stream ......................................................... ~ 0.11ms
  2026-08-15 15:20:44 /api/v1/notifications/stream ....................................................... ~ 506.20ms
  2026-08-15 15:20:46 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:20:46 /api/v1/notifications/stream ....................................................... ~ 512.51ms
  2026-08-15 15:20:48 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:20:48 /api/v1/notifications/stream ....................................................... ~ 503.15ms
  2026-08-15 15:20:50 /api/v1/notifications/stream ......................................................... ~ 0.29ms
  2026-08-15 15:20:50 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:20:51 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:20:52 /api/v1/notifications/stream ......................................................... ~ 0.33ms
  2026-08-15 15:20:53 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:20:54 /api/v1/notifications/stream ......................................................... ~ 0.12ms
  2026-08-15 15:20:55 /api/v1/notifications/stream ......................................................... ~ 0.17ms
  2026-08-15 15:20:56 /api/v1/notifications/stream ....................................................... ~ 517.07ms
  2026-08-15 15:20:57 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:20:57 /api/v1/notifications/stream ......................................................... ~ 0.03ms
  2026-08-15 15:20:58 /api/v1/notifications/stream ....................................................... ~ 508.62ms
  2026-08-15 15:20:59 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:21:00 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:21:01 /api/v1/notifications/stream ......................................................... ~ 0.35ms
  2026-08-15 15:21:01 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:21:02 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:21:03 /api/v1/notifications/stream ....................................................... ~ 512.95ms
  2026-08-15 15:21:04 /api/v1/notifications/stream ....................................................... ~ 501.83ms
  2026-08-15 15:21:05 /api/v1/notifications/stream ....................................................... ~ 504.70ms
  2026-08-15 15:21:06 /api/v1/notifications/stream ....................................................... ~ 501.07ms
  2026-08-15 15:21:07 /api/v1/notifications/stream ....................................................... ~ 514.93ms
  2026-08-15 15:21:08 /api/v1/notifications/stream ....................................................... ~ 516.75ms
  2026-08-15 15:21:09 /api/v1/notifications/stream ....................................................... ~ 503.46ms
  2026-08-15 15:21:10 /api/v1/notifications/stream ....................................................... ~ 503.00ms
  2026-08-15 15:21:11 /api/v1/notifications/stream ....................................................... ~ 502.18ms
  2026-08-15 15:21:12 /api/v1/notifications/stream ....................................................... ~ 502.40ms
  2026-08-15 15:21:13 /api/v1/notifications/stream ......................................................... ~ 0.19ms
  2026-08-15 15:21:14 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:21:15 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 15:21:16 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 15:21:17 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:21:18 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:21:19 /api/v1/notifications/stream ......................................................... ~ 0.09ms
  2026-08-15 15:21:20 /api/v1/notifications/stream ......................................................... ~ 0.12ms
  2026-08-15 15:21:21 /api/v1/notifications/stream ......................................................... ~ 0.10ms
  2026-08-15 15:21:22 /api/v1/notifications/stream ......................................................... ~ 0.13ms
  2026-08-15 15:21:23 /api/v1/notifications/stream ......................................................... ~ 0.20ms
  2026-08-15 15:21:24 /api/v1/notifications/stream ......................................................... ~ 0.31ms
  2026-08-15 15:21:25 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:21:26 /api/v1/notifications/stream ......................................................... ~ 0.24ms
  2026-08-15 15:21:27 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:21:28 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:21:29 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:21:30 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:21:31 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:21:32 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:21:33 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:21:34 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:21:35 /api/v1/notifications/stream ......................................................... ~ 0.27ms
  2026-08-15 15:21:36 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:21:37 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:21:38 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:21:39 /api/v1/notifications/stream ......................................................... ~ 0.24ms
  2026-08-15 15:21:40 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:21:41 /api/v1/notifications/stream ....................................................... ~ 515.93ms
  2026-08-15 15:21:42 /api/v1/notifications/stream ....................................................... ~ 503.31ms
  2026-08-15 15:21:43 /api/v1/notifications/stream ....................................................... ~ 501.21ms
  2026-08-15 15:21:44 /api/v1/notifications/stream ....................................................... ~ 503.44ms
  2026-08-15 15:21:45 /api/v1/notifications/stream ....................................................... ~ 502.59ms
  2026-08-15 15:21:46 /api/v1/notifications/stream ....................................................... ~ 502.76ms
  2026-08-15 15:21:47 /api/v1/notifications/stream ....................................................... ~ 501.91ms
  2026-08-15 15:21:48 /api/v1/notifications/stream ....................................................... ~ 501.30ms
  2026-08-15 15:21:49 /api/v1/notifications/stream ....................................................... ~ 501.38ms
  2026-08-15 15:21:50 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:21:51 /api/v1/notifications/stream ......................................................... ~ 0.14ms
  2026-08-15 15:21:52 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:21:53 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:21:54 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:21:55 /api/v1/notifications/stream ......................................................... ~ 0.10ms
  2026-08-15 15:21:56 /api/v1/notifications/stream ......................................................... ~ 0.16ms
  2026-08-15 15:21:57 /api/v1/notifications/stream ......................................................... ~ 0.20ms
  2026-08-15 15:21:58 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:21:59 /api/v1/notifications/stream ......................................................... ~ 0.24ms
  2026-08-15 15:22:00 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:22:01 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:22:02 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:22:03 /api/v1/notifications/stream ......................................................... ~ 0.11ms
  2026-08-15 15:22:04 /api/v1/notifications/stream ......................................................... ~ 0.24ms
  2026-08-15 15:22:05 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:22:06 /api/v1/notifications/stream ......................................................... ~ 0.10ms
  2026-08-15 15:22:07 /api/v1/notifications/stream ......................................................... ~ 0.24ms
  2026-08-15 15:22:08 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:22:09 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:22:10 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:22:11 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:22:12 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:22:13 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:22:14 /api/v1/notifications/stream ......................................................... ~ 0.25ms
  2026-08-15 15:22:15 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:22:16 /api/v1/notifications/stream ......................................................... ~ 0.23ms
  2026-08-15 15:22:17 /api/v1/notifications/stream ....................................................... ~ 501.18ms
  2026-08-15 15:22:18 /api/v1/notifications/stream ....................................................... ~ 504.75ms
  2026-08-15 15:22:19 /api/v1/notifications/stream ....................................................... ~ 515.88ms
  2026-08-15 15:22:20 /api/v1/notifications/stream ....................................................... ~ 515.38ms
  2026-08-15 15:22:21 /api/v1/notifications/stream ....................................................... ~ 503.16ms
  2026-08-15 15:22:22 /api/v1/notifications/stream ....................................................... ~ 514.79ms
  2026-08-15 15:22:23 /api/v1/notifications/stream ....................................................... ~ 501.58ms
  2026-08-15 15:22:24 /api/v1/notifications/stream ....................................................... ~ 504.64ms
  2026-08-15 15:22:25 /api/v1/notifications/stream ....................................................... ~ 513.43ms
  2026-08-15 15:22:26 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:22:27 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:22:28 /api/v1/notifications/stream ....................................................... ~ 501.83ms
  2026-08-15 15:22:29 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:22:30 /api/v1/notifications/stream ......................................................... ~ 0.26ms
  2026-08-15 15:22:31 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:22:32 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:22:33 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:22:34 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:22:35 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:22:36 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:22:37 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:22:38 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:22:39 /api/v1/notifications/stream ......................................................... ~ 0.10ms
  2026-08-15 15:22:40 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:22:41 /api/v1/notifications/stream ......................................................... ~ 0.14ms
  2026-08-15 15:22:42 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:22:43 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:22:44 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:22:45 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:22:46 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:22:47 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:22:48 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:22:49 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:22:50 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:22:51 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:22:52 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:22:53 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:22:54 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:22:55 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:22:56 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:22:57 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:22:58 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:22:59 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:23:00 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:23:01 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:23:02 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:23:03 /api/v1/notifications/stream ....................................................... ~ 502.05ms
  2026-08-15 15:23:04 /api/v1/notifications/stream ....................................................... ~ 501.37ms
  2026-08-15 15:23:05 /api/v1/notifications/stream ....................................................... ~ 502.91ms
  2026-08-15 15:23:06 /api/v1/notifications/stream ....................................................... ~ 515.27ms
  2026-08-15 15:23:07 /api/v1/notifications/stream ....................................................... ~ 512.44ms
  2026-08-15 15:23:08 /api/v1/notifications/stream ....................................................... ~ 500.77ms
  2026-08-15 15:23:09 /api/v1/notifications/stream ....................................................... ~ 503.26ms
  2026-08-15 15:23:10 /api/v1/notifications/stream ....................................................... ~ 500.91ms
  2026-08-15 15:23:11 /api/v1/notifications/stream ....................................................... ~ 515.73ms
  2026-08-15 15:23:12 /api/v1/notifications/stream ....................................................... ~ 502.43ms
  2026-08-15 15:23:13 /api/v1/notifications/stream ....................................................... ~ 503.49ms
  2026-08-15 15:23:14 /api/v1/notifications/stream ......................................................... ~ 0.14ms
  2026-08-15 15:23:15 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:23:16 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:23:17 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:23:18 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:23:19 /api/v1/notifications/stream ......................................................... ~ 0.08ms
  2026-08-15 15:23:20 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:23:21 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:23:22 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:23:23 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:23:24 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:23:25 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:23:26 /api/v1/notifications/stream ......................................................... ~ 2.87ms
  2026-08-15 15:23:27 /api/v1/notifications/stream ......................................................... ~ 0.15ms
  2026-08-15 15:23:27 /api/v1/notifications/stream ......................................................... ~ 0.06ms
  2026-08-15 15:23:29 /api/v1/notifications/stream ......................................................... ~ 0.10ms
  2026-08-15 15:23:29 /api/v1/notifications/stream ......................................................... ~ 0.07ms
  2026-08-15 15:23:30 /api/v1/notifications/stream ....................................................... ~ 502.07ms
